0,15,58,126,155,304,454,668,791,986,1162,1296
0,13,50,112,139,278,408,604,704,892,1060,1162
0,13,46,110,129,248,359,549,643,807,949,1041
0,13,43,110,129,250,351,546,635,796,928,1026
0,13,43,109,126,249,350,536,629,786,928,1011
